task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-05-na-west-video-streaming,T05,5,3,P24-S13,P66-S09,,5.76,0,2.63,18.9,338.95,3,background
RADAR-05-europe-human-web,T05,5,2,P36-S16,P30-S18,,10.08,0,3.54,11.8,179.88,2,mixed
RADAR-05-europe-interactive-realtime,T05,5,1,P42-S20,P40-S05,,11.52,0,2.36,7.08,100.52,1,routing
RADAR-05-europe-api,T05,5,2,P45-S22,P45-S09,,12.96,0,4.72,14.16,74.5,1,telemetry
RADAR-05-europe-background-sync,T05,5,4,P48-S02,P50-S14,,7.2,0,3.54,23.6,87.46,3,background
RADAR-05-east-asia-human-web,T05,5,2,P56-S22,P40-S02,,9.74,0,3.42,11.4,173.78,2,mixed
RADAR-05-east-asia-video-streaming,T05,5,3,P59-S02,P45-S07,,6.26,0,2.85,20.52,368.01,3,background
RADAR-05-east-asia-software-update,T05,5,5,P71-S10,P65-S03,,4.87,0,2.28,41.04,245.34,4,background
RADAR-05-east-asia-automated,T05,5,2,P02-S12,P70-S07,,5.56,0,2.28,9.12,142.84,4,routing
RADAR-COMPUTE-05-east-asia,T05,5,3,,,P71-S10,16.69,1,9.12,36.48,0,2,compute
RADAR-05-south-america-human-web,T05,5,2,P71-S05,P38-S01,,6.49,0,2.4,8,115.85,2,mixed
RADAR-05-south-america-interactive-realtime,T05,5,1,P05-S09,P48-S10,,7.42,0,1.6,4.8,64.74,1,routing
RADAR-05-south-america-api,T05,5,2,P08-S11,P53-S14,,8.34,0,3.2,9.6,47.98,1,telemetry
RADAR-05-south-america-dns-control,T05,5,1,P20-S19,P01-S10,,2.78,0,0.8,3.2,18.78,1,telemetry
RADAR-05-oceania-human-web,T05,5,2,P11-S10,P05-S14,,5.29,0,2.4,8,94.51,2,mixed
RADAR-05-oceania-video-streaming,T05,5,3,P14-S12,P10-S19,,3.4,0,2,14.4,200.14,3,background
RADAR-05-oceania-background-sync,T05,5,4,P23-S18,P25-S10,,3.78,0,2.4,16,45.95,3,background
RADAR-06-na-east-human-web,T06,6,2,P13-S06,P41-S20,,12.1,0,3.6,12,220.32,2,mixed
RADAR-06-na-east-video-streaming,T06,6,3,P16-S08,P46-S03,,7.78,0,3,21.6,466.56,3,background
RADAR-06-na-west-human-web,T06,6,2,P22-S12,P62-S05,,10.58,0,3.15,10.5,192.78,2,mixed
RADAR-06-na-west-interactive-realtime,T06,6,1,P28-S16,P72-S14,,12.1,0,2.1,6.3,107.73,1,routing
RADAR-06-na-west-api,T06,6,2,P31-S18,P05-S18,,13.61,0,4.2,12.6,76.51,1,telemetry
RADAR-06-na-west-background-sync,T06,6,4,P34-S20,P10-S01,,7.56,0,3.15,21,89.81,3,background
RADAR-06-europe-human-web,T06,6,2,P37-S17,P31-S18,,11.89,0,3.54,11.8,216.65,2,mixed
RADAR-06-europe-video-streaming,T06,6,3,P40-S19,P36-S01,,7.65,0,2.95,21.24,458.78,3,background
RADAR-06-europe-software-update,T06,6,5,P52-S05,P56-S19,,5.95,0,2.36,42.48,305.86,4,background
RADAR-06-europe-automated,T06,6,2,P55-S07,P61-S01,,6.8,0,2.36,9.44,172.3,4,routing
RADAR-COMPUTE-06-europe,T06,6,3,,,P52-S05,20.39,1,9.44,37.76,0,2,compute
RADAR-06-east-asia-human-web,T06,6,2,P57-S01,P41-S03,,11.49,0,3.42,11.4,209.3,2,mixed
RADAR-06-east-asia-interactive-realtime,T06,6,1,P63-S05,P51-S12,,13.13,0,2.28,6.84,116.96,1,routing
RADAR-06-east-asia-api,T06,6,2,P66-S07,P56-S16,,14.77,0,4.56,13.68,83.06,1,telemetry
RADAR-06-east-asia-dns-control,T06,6,1,P06-S15,P04-S12,,4.92,0,1.14,4.56,32.5,1,telemetry
RADAR-06-south-america-human-web,T06,6,2,P72-S06,P39-S01,,7.66,0,2.4,8,139.54,2,mixed
RADAR-06-south-america-video-streaming,T06,6,3,P03-S08,P44-S06,,4.92,0,2,14.4,295.49,3,background
RADAR-06-south-america-background-sync,T06,6,4,P12-S14,P59-S19,,5.47,0,2.4,16,65.01,3,background
RADAR-06-oceania-human-web,T06,6,2,P12-S11,P06-S15,,6.25,0,2.4,8,113.83,2,mixed
RADAR-06-oceania-interactive-realtime,T06,6,1,P18-S15,P16-S02,,7.14,0,1.6,4.8,63.61,1,routing
RADAR-06-oceania-api,T06,6,2,P21-S17,P21-S06,,8.04,0,3.2,9.6,45.18,1,telemetry
RADAR-07-na-east-human-web,T07,7,2,P14-S06,P42-S21,,14.11,0,3.6,12,260.47,2,mixed
RADAR-07-na-east-interactive-realtime,T07,7,1,P20-S10,P52-S08,,16.13,0,2.4,7.2,145.56,1,routing
RADAR-07-na-east-api,T07,7,2,P23-S12,P57-S12,,18.14,0,4.8,14.4,100.85,1,telemetry
RADAR-07-na-east-background-sync,T07,7,4,P26-S14,P62-S17,,10.08,0,3.6,24,118.39,3,background
RADAR-07-na-west-human-web,T07,7,2,P23-S12,P63-S05,,12.35,0,3.15,10.5,227.91,2,mixed
RADAR-07-na-west-video-streaming,T07,7,3,P26-S14,P68-S10,,7.94,0,2.63,18.9,482.63,3,background
RADAR-07-na-west-software-update,T07,7,5,P38-S22,P16-S06,,6.17,0,2.1,37.8,321.75,4,background
RADAR-07-na-west-automated,T07,7,2,P41-S02,P21-S10,,7.06,0,2.1,8.4,176.58,4,routing
RADAR-COMPUTE-07-na-west,T07,7,3,,,P38-S22,21.17,1,8.4,33.6,0,2,compute
RADAR-07-europe-human-web,T07,7,2,P38-S17,P32-S19,,13.88,0,3.54,11.8,256.13,2,mixed
RADAR-07-europe-interactive-realtime,T07,7,1,P44-S21,P42-S06,,15.86,0,2.36,7.08,143.13,1,routing
RADAR-07-europe-api,T07,7,2,P47-S01,P47-S10,,17.84,0,4.72,14.16,99.17,1,telemetry
RADAR-07-europe-dns-control,T07,7,1,P59-S09,P67-S06,,5.95,0,1.18,4.72,38.81,1,telemetry
RADAR-07-east-asia-human-web,T07,7,2,P58-S01,P42-S03,,13.41,0,3.42,11.4,247.44,2,mixed
RADAR-07-east-asia-video-streaming,T07,7,3,P61-S03,P47-S08,,8.62,0,2.85,20.52,524,3,background
RADAR-07-east-asia-background-sync,T07,7,4,P70-S09,P62-S21,,9.58,0,3.42,22.8,112.47,3,background
RADAR-07-south-america-human-web,T07,7,2,P01-S06,P40-S02,,8.94,0,2.4,8,164.96,2,mixed
RADAR-07-south-america-interactive-realtime,T07,7,1,P07-S10,P50-S11,,10.21,0,1.6,4.8,92.18,1,routing
RADAR-07-south-america-api,T07,7,2,P10-S12,P55-S15,,11.49,0,3.2,9.6,63.87,1,telemetry
RADAR-07-oceania-human-web,T07,7,2,P13-S11,P07-S15,,7.29,0,2.4,8,134.57,2,mixed
RADAR-07-oceania-video-streaming,T07,7,3,P16-S13,P12-S20,,4.69,0,2,14.4,284.98,3,background
RADAR-07-oceania-automated,T07,7,2,P31-S01,P37-S20,,4.17,0,1.6,6.4,104.26,4,routing
RADAR-COMPUTE-07-oceania,T07,7,3,,,P28-S21,12.5,0,6.4,25.6,0,2,compute
RADAR-08-na-east-human-web,T08,8,2,P15-S07,P43-S21,,15.79,0,3.6,12,293.39,2,mixed
RADAR-08-na-east-video-streaming,T08,8,3,P18-S09,P48-S04,,10.15,0,3,21.6,621.3,3,background
RADAR-08-na-east-software-update,T08,8,5,P30-S17,P68-S22,,7.9,0,2.4,43.2,414.2,4,background
RADAR-08-na-east-automated,T08,8,2,P33-S19,P01-S04,,9.02,0,2.4,9.6,225.83,4,routing
RADAR-COMPUTE-08-na-east,T08,8,3,,,P30-S17,27.07,1,9.6,38.4,0,2,compute
RADAR-08-na-west-human-web,T08,8,2,P24-S13,P64-S06,,13.82,0,3.15,10.5,256.72,2,mixed
RADAR-08-na-west-interactive-realtime,T08,8,1,P30-S17,P02-S15,,15.79,0,2.1,6.3,143.46,1,routing
RADAR-08-na-west-api,T08,8,2,P33-S19,P07-S19,,17.77,0,4.2,12.6,97.61,1,telemetry
RADAR-08-na-west-dns-control,T08,8,1,P45-S05,P27-S15,,5.92,0,1.05,4.2,38.2,1,telemetry
RADAR-08-europe-human-web,T08,8,2,P39-S18,P33-S19,,15.53,0,3.54,11.8,288.5,2,mixed
RADAR-08-europe-video-streaming,T08,8,3,P42-S20,P38-S02,,9.98,0,2.95,21.24,610.95,3,background
RADAR-08-europe-background-sync,T08,8,4,P51-S04,P53-S15,,11.09,0,3.54,23.6,128.78,3,background
RADAR-08-east-asia-human-web,T08,8,2,P59-S02,P43-S04,,15,0,3.42,11.4,278.72,2,mixed
RADAR-08-east-asia-interactive-realtime,T08,8,1,P65-S06,P53-S13,,17.15,0,2.28,6.84,155.76,1,routing
RADAR-08-east-asia-api,T08,8,2,P68-S08,P58-S17,,19.29,0,4.56,13.68,105.98,1,telemetry
RADAR-08-south-america-human-web,T08,8,2,P02-S07,P41-S02,,10,0,2.4,8,185.82,2,mixed
RADAR-08-south-america-video-streaming,T08,8,3,P05-S09,P46-S07,,6.43,0,2,14.4,393.49,3,background
RADAR-08-south-america-automated,T08,8,2,P20-S19,P71-S07,,5.72,0,1.6,6.4,143.02,4,routing
RADAR-COMPUTE-08-south-america,T08,8,3,,,P17-S17,17.15,0,6.4,25.6,0,2,compute
RADAR-08-oceania-human-web,T08,8,2,P14-S12,P08-S16,,8.16,0,2.4,8,151.59,2,mixed
RADAR-08-oceania-interactive-realtime,T08,8,1,P20-S16,P18-S03,,9.32,0,1.6,4.8,84.71,1,routing
RADAR-08-oceania-api,T08,8,2,P23-S18,P23-S07,,10.49,0,3.2,9.6,57.64,1,telemetry
RADAR-08-oceania-background-sync,T08,8,4,P26-S20,P28-S12,,5.83,0,2.4,16,67.66,3,background
RADAR-08-oceania-dns-control,T08,8,1,P35-S04,P43-S03,,3.5,0,0.8,3.2,22.55,1,telemetry
RADAR-09-na-east-human-web,T09,9,2,P16-S07,P44-S22,,17.14,0,3.6,12,316.28,2,mixed
RADAR-09-na-east-interactive-realtime,T09,9,1,P22-S11,P54-S09,,19.58,0,2.4,7.2,176.75,1,routing
RADAR-09-na-east-api,T09,9,2,P25-S13,P59-S13,,22.03,0,4.8,14.4,122.46,1,telemetry
RADAR-09-na-east-dns-control,T09,9,1,P37-S21,P07-S09,,7.34,0,1.2,4.8,47.92,1,telemetry
RADAR-09-na-west-human-web,T09,9,2,P25-S13,P65-S06,,14.99,0,3.15,10.5,276.75,2,mixed
RADAR-09-na-west-video-streaming,T09,9,3,P28-S15,P70-S11,,9.64,0,2.63,18.9,586.05,3,background
RADAR-09-na-west-background-sync,T09,9,4,P37-S21,P13-S02,,10.71,0,3.15,21,125.79,3,background
RADAR-09-europe-human-web,T09,9,2,P40-S18,P34-S20,,16.85,0,3.54,11.8,311.01,2,mixed
RADAR-09-europe-interactive-realtime,T09,9,1,P46-S22,P44-S07,,19.26,0,2.36,7.08,173.8,1,routing
RADAR-09-europe-api,T09,9,2,P49-S02,P49-S11,,21.66,0,4.72,14.16,120.42,1,telemetry
RADAR-09-east-asia-human-web,T09,9,2,P60-S02,P44-S04,,16.28,0,3.42,11.4,300.47,2,mixed
RADAR-09-east-asia-video-streaming,T09,9,3,P63-S04,P49-S09,,10.47,0,2.85,20.52,636.28,3,background
RADAR-09-east-asia-automated,T09,9,2,P06-S14,P02-S09,,9.3,0,2.28,9.12,232.79,4,routing
RADAR-COMPUTE-09-east-asia,T09,9,3,,,P03-S12,27.91,1,9.12,36.48,0,2,compute
RADAR-09-south-america-human-web,T09,9,2,P03-S07,P42-S03,,10.85,0,2.4,8,200.31,2,mixed
RADAR-09-south-america-interactive-realtime,T09,9,1,P09-S11,P52-S12,,12.4,0,1.6,4.8,111.94,1,routing
RADAR-09-south-america-api,T09,9,2,P12-S13,P57-S16,,13.95,0,3.2,9.6,77.56,1,telemetry
RADAR-09-south-america-background-sync,T09,9,4,P15-S15,P62-S21,,7.75,0,2.4,16,91.05,3,background
RADAR-09-south-america-dns-control,T09,9,1,P24-S21,P05-S12,,4.65,0,0.8,3.2,30.35,1,telemetry
RADAR-09-oceania-human-web,T09,9,2,P15-S12,P09-S16,,8.85,0,2.4,8,163.41,2,mixed
RADAR-09-oceania-video-streaming,T09,9,3,P18-S14,P14-S21,,5.69,0,2,14.4,346.05,3,background
RADAR-09-oceania-software-update,T09,9,5,P30-S22,P34-S17,,4.43,0,1.6,28.8,230.7,4,background
RADAR-10-na-east-human-web,T10,10,2,P17-S08,P45-S22,,18.14,0,3.6,12,332.68,2,mixed
RADAR-10-na-east-video-streaming,T10,10,3,P20-S10,P50-S05,,11.66,0,3,21.6,704.51,3,background
RADAR-10-na-east-background-sync,T10,10,4,P29-S16,P65-S18,,12.96,0,3.6,24,153.96,3,background
RADAR-10-na-west-human-web,T10,10,2,P26-S14,P66-S07,,15.88,0,3.15,10.5,291.1,2,mixed
RADAR-10-na-west-interactive-realtime,T10,10,1,P32-S18,P04-S16,,18.14,0,2.1,6.3,162.67,1,routing
RADAR-10-na-west-api,T10,10,2,P35-S20,P09-S20,,20.41,0,4.2,12.6,114.76,1,telemetry
RADAR-10-europe-human-web,T10,10,2,P41-S19,P35-S20,,17.84,0,3.54,11.8,327.14,2,mixed
