task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
REAL-PER-12-4,T12,12,3,P46-S10,P17-S06,,16,0,6,24,390,3,telemetry
REAL-PER-12-5,T12,12,3,P10-S12,P31-S09,,18,0,7,28,460,3,telemetry
REAL-PER-12-6,T12,12,3,P21-S14,P45-S12,,20,0,8,32,530,3,telemetry
REAL-PER-16-1,T16,16,3,P17-S05,P26-S12,,10,0,3,12,180,1,telemetry
REAL-PER-16-2,T16,16,3,P28-S07,P40-S01,,12,0,4,16,250,1,telemetry
REAL-PER-16-3,T16,16,3,P39-S09,P07-S04,,14,0,5,20,320,3,telemetry
REAL-PER-16-4,T16,16,3,P03-S11,P21-S07,,16,0,6,24,390,3,telemetry
REAL-PER-16-5,T16,16,3,P14-S13,P35-S10,,18,0,7,28,460,3,telemetry
REAL-PER-16-6,T16,16,3,P25-S01,P02-S13,,20,0,8,32,530,3,telemetry
REAL-PER-20-1,T20,20,3,P21-S06,P30-S13,,10,0,3,12,180,1,telemetry
REAL-PER-20-2,T20,20,3,P32-S08,P44-S02,,12,0,4,16,250,1,telemetry
REAL-PER-20-3,T20,20,3,P43-S10,P11-S05,,14,0,5,20,320,3,telemetry
REAL-PER-20-4,T20,20,3,P07-S12,P25-S08,,16,0,6,24,390,3,telemetry
REAL-PER-20-5,T20,20,3,P18-S14,P39-S11,,18,0,7,28,460,3,telemetry
REAL-PER-20-6,T20,20,3,P29-S02,P06-S14,,20,0,8,32,530,3,telemetry
REAL-PER-24-1,T24,24,3,P25-S07,P34-S14,,10,0,3,12,180,1,telemetry
REAL-PER-24-2,T24,24,3,P36-S09,P01-S03,,12,0,4,16,250,1,telemetry
REAL-PER-24-3,T24,24,3,P47-S11,P15-S06,,14,0,5,20,320,3,telemetry
REAL-PER-24-4,T24,24,3,P11-S13,P29-S09,,16,0,6,24,390,3,telemetry
REAL-PER-24-5,T24,24,3,P22-S01,P43-S12,,18,0,7,28,460,3,telemetry
REAL-PER-24-6,T24,24,3,P33-S03,P10-S01,,20,0,8,32,530,3,telemetry
REAL-PER-28-1,T28,28,3,P29-S08,P38-S01,,10,0,3,12,180,1,telemetry
REAL-PER-28-2,T28,28,3,P40-S10,P05-S04,,12,0,4,16,250,1,telemetry
REAL-PER-28-3,T28,28,3,P04-S12,P19-S07,,14,0,5,20,320,3,telemetry
REAL-PER-28-4,T28,28,3,P15-S14,P33-S10,,16,0,6,24,390,3,telemetry
REAL-PER-28-5,T28,28,3,P26-S02,P47-S13,,18,0,7,28,460,3,telemetry
REAL-PER-28-6,T28,28,3,P37-S04,P14-S02,,20,0,8,32,530,3,telemetry
REAL-PER-32-1,T32,32,3,P33-S09,P42-S02,,10,0,3,12,180,1,telemetry
REAL-PER-32-2,T32,32,3,P44-S11,P09-S05,,12,0,4,16,250,1,telemetry
REAL-PER-32-3,T32,32,3,P08-S13,P23-S08,,14,0,5,20,320,3,telemetry
REAL-PER-32-4,T32,32,3,P19-S01,P37-S11,,16,0,6,24,390,3,telemetry
REAL-PER-32-5,T32,32,3,P30-S03,P04-S14,,18,0,7,28,460,3,telemetry
REAL-PER-32-6,T32,32,3,P41-S05,P18-S03,,20,0,8,32,530,3,telemetry
REAL-PER-36-1,T36,36,3,P37-S10,P46-S03,,10,0,3,12,180,1,telemetry
REAL-PER-36-2,T36,36,3,P01-S12,P13-S06,,12,0,4,16,250,1,telemetry
REAL-PER-36-3,T36,36,3,P12-S14,P27-S09,,14,0,5,20,320,3,telemetry
REAL-PER-36-4,T36,36,3,P23-S02,P41-S12,,16,0,6,24,390,3,telemetry
REAL-PER-36-5,T36,36,3,P34-S04,P08-S01,,18,0,7,28,460,3,telemetry
REAL-PER-36-6,T36,36,3,P45-S06,P22-S04,,20,0,8,32,530,3,telemetry
REAL-PER-40-1,T40,40,3,P41-S11,P03-S04,,10,0,3,12,180,1,telemetry
REAL-PER-40-2,T40,40,3,P05-S13,P17-S07,,12,0,4,16,250,1,telemetry
REAL-PER-40-3,T40,40,3,P16-S01,P31-S10,,14,0,5,20,320,3,telemetry
REAL-PER-40-4,T40,40,3,P27-S03,P45-S13,,16,0,6,24,390,3,telemetry
REAL-PER-40-5,T40,40,3,P38-S05,P12-S02,,18,0,7,28,460,3,telemetry
REAL-PER-40-6,T40,40,3,P02-S07,P26-S05,,20,0,8,32,530,3,telemetry
REAL-PER-44-1,T44,44,3,P45-S12,P07-S05,,10,0,3,12,180,1,telemetry
REAL-PER-44-2,T44,44,3,P09-S14,P21-S08,,12,0,4,16,250,1,telemetry
REAL-PER-44-3,T44,44,3,P20-S02,P35-S11,,14,0,5,20,320,3,telemetry
REAL-PER-44-4,T44,44,3,P31-S04,P02-S14,,16,0,6,24,390,3,telemetry
REAL-PER-44-5,T44,44,3,P42-S06,P16-S03,,18,0,7,28,460,3,telemetry
REAL-PER-44-6,T44,44,3,P06-S08,P30-S06,,20,0,8,32,530,3,telemetry
REAL-BURST-06-01,T06,6,4,P01-S01,P17-S06,,24,0,8,32,520,1,burst
REAL-BURST-06-02,T06,6,5,P06-S03,P23-S09,,27,0,10,40,615,1,mixed
REAL-BURST-06-03,T06,6,6,P11-S05,P29-S12,,30,0,12,48,710,1,mixed
REAL-BURST-06-04,T06,6,4,P16-S07,P35-S01,,33,0,14,56,805,2,mixed
REAL-BURST-06-05,T06,6,5,P21-S09,P41-S04,,36,0,16,64,900,2,burst
REAL-BURST-06-06,T06,6,6,P26-S11,P47-S07,,39,0,8,72,995,2,mixed
REAL-BURST-06-07,T06,6,4,P31-S13,P06-S10,,42,0,10,32,1090,2,mixed
REAL-BURST-06-08,T06,6,5,P36-S01,P12-S13,,45,0,12,40,1185,2,mixed
REAL-BURST-06-09,T06,6,6,P41-S03,P18-S02,,48,0,14,48,1280,4,burst
REAL-BURST-06-10,T06,6,4,P46-S05,P24-S05,,51,0,16,56,1375,4,mixed
REAL-BURST-06-11,T06,6,5,P04-S07,P30-S08,,54,0,8,64,1470,4,mixed
REAL-BURST-06-12,T06,6,6,P09-S09,P36-S11,,57,0,10,72,1565,4,mixed
REAL-BURST-18-01,T18,18,4,P18-S02,P37-S08,,24,0,8,32,520,1,burst
REAL-BURST-18-02,T18,18,5,P23-S04,P43-S11,,27,0,10,40,615,1,mixed
REAL-BURST-18-03,T18,18,6,P28-S06,P02-S14,,30,0,12,48,710,1,mixed
REAL-BURST-18-04,T18,18,4,P33-S08,P08-S03,,33,0,14,56,805,2,mixed
REAL-BURST-18-05,T18,18,5,P38-S10,P14-S06,,36,0,16,64,900,2,burst
REAL-BURST-18-06,T18,18,6,P43-S12,P20-S09,,39,0,8,72,995,2,mixed
REAL-BURST-18-07,T18,18,4,P01-S14,P26-S12,,42,0,10,32,1090,2,mixed
REAL-BURST-18-08,T18,18,5,P06-S02,P32-S01,,45,0,12,40,1185,2,mixed
REAL-BURST-18-09,T18,18,6,P11-S04,P38-S04,,48,0,14,48,1280,4,burst
REAL-BURST-18-10,T18,18,4,P16-S06,P44-S07,,51,0,16,56,1375,4,mixed
REAL-BURST-18-11,T18,18,5,P21-S08,P03-S10,,54,0,8,64,1470,4,mixed
REAL-BURST-18-12,T18,18,6,P26-S10,P09-S13,,57,0,10,72,1565,4,mixed
REAL-BURST-30-01,T30,30,4,P35-S03,P10-S10,,24,0,8,32,520,1,burst
REAL-BURST-30-02,T30,30,5,P40-S05,P16-S13,,27,0,10,40,615,1,mixed
REAL-BURST-30-03,T30,30,6,P45-S07,P22-S02,,30,0,12,48,710,1,mixed
REAL-BURST-30-04,T30,30,4,P03-S09,P28-S05,,33,0,14,56,805,2,mixed
REAL-BURST-30-05,T30,30,5,P08-S11,P34-S08,,36,0,16,64,900,2,burst
REAL-BURST-30-06,T30,30,6,P13-S13,P40-S11,,39,0,8,72,995,2,mixed
REAL-BURST-30-07,T30,30,4,P18-S01,P46-S14,,42,0,10,32,1090,2,mixed
REAL-BURST-30-08,T30,30,5,P23-S03,P05-S03,,45,0,12,40,1185,2,mixed
REAL-BURST-30-09,T30,30,6,P28-S05,P11-S06,,48,0,14,48,1280,4,burst
REAL-BURST-30-10,T30,30,4,P33-S07,P17-S09,,51,0,16,56,1375,4,mixed
REAL-BURST-30-11,T30,30,5,P38-S09,P23-S12,,54,0,8,64,1470,4,mixed
REAL-BURST-30-12,T30,30,6,P43-S11,P29-S01,,57,0,10,72,1565,4,mixed
REAL-BURST-40-01,T40,40,4,P05-S04,P30-S12,,24,0,8,32,520,1,burst
REAL-BURST-40-02,T40,40,5,P10-S06,P36-S01,,27,0,10,40,615,1,mixed
REAL-BURST-40-03,T40,40,6,P15-S08,P42-S04,,30,0,12,48,710,1,mixed
REAL-BURST-40-04,T40,40,4,P20-S10,P01-S07,,33,0,14,56,805,2,mixed
REAL-BURST-40-05,T40,40,5,P25-S12,P07-S10,,36,0,16,64,900,2,burst
REAL-BURST-40-06,T40,40,6,P30-S14,P13-S13,,39,0,8,72,995,2,mixed
REAL-BURST-40-07,T40,40,4,P35-S02,P19-S02,,42,0,10,32,1090,2,mixed
REAL-BURST-40-08,T40,40,5,P40-S04,P25-S05,,45,0,12,40,1185,2,mixed
REAL-BURST-40-09,T40,40,6,P45-S06,P31-S08,,48,0,14,48,1280,4,burst
REAL-BURST-40-10,T40,40,4,P03-S08,P37-S11,,51,0,16,56,1375,4,mixed
REAL-BURST-40-11,T40,40,5,P08-S10,P43-S14,,54,0,8,64,1470,4,mixed
REAL-BURST-40-12,T40,40,6,P13-S12,P02-S03,,57,0,10,72,1565,4,mixed
REAL-COMP-01,T00,0,5,,,P01-S01,36,2,10,48,0,2,compute
REAL-COMP-02,T03,3,6,,,P08-S06,42,0,13,60,0,3,compute
REAL-COMP-03,T06,6,7,,,P15-S11,48,0,16,72,0,4,compute
REAL-COMP-04,T09,9,8,,,P22-S02,54,0,19,84,0,2,compute
REAL-COMP-05,T12,12,5,,,P29-S07,60,0,22,96,0,3,compute
REAL-COMP-06,T15,15,6,,,P36-S12,66,2,25,108,0,4,compute
REAL-COMP-07,T18,18,7,,,P43-S03,72,0,10,120,0,2,compute
REAL-COMP-08,T21,21,8,,,P03-S08,78,0,13,48,0,3,compute
REAL-COMP-09,T24,24,5,,,P10-S13,36,0,16,60,0,4,compute
REAL-COMP-10,T27,27,6,,,P17-S04,42,0,19,72,0,2,compute
REAL-COMP-11,T30,30,7,,,P24-S09,48,2,22,84,0,3,compute
REAL-COMP-12,T33,33,8,,,P31-S14,54,0,25,96,0,4,compute
REAL-COMP-13,T36,36,5,,,P38-S05,60,0,10,108,0,2,compute
REAL-COMP-14,T39,39,6,,,P45-S10,66,0,13,120,0,3,compute
REAL-COMP-15,T01,1,7,,,P05-S01,72,0,16,48,0,4,compute
REAL-COMP-16,T05,5,8,,,P12-S06,78,2,19,60,0,2,compute
REAL-COMP-17,T05,5,5,,,P19-S11,36,0,22,72,0,3,compute
REAL-COMP-18,T09,9,6,,,P26-S02,42,0,25,84,0,4,compute
REAL-COMP-19,T13,13,7,,,P33-S07,48,0,10,96,0,2,compute
REAL-COMP-20,T17,17,8,,,P40-S12,54,0,13,108,0,3,compute
REAL-COMP-21,T17,17,5,,,P47-S03,60,2,16,120,0,4,compute
REAL-COMP-22,T21,21,6,,,P07-S08,66,0,19,48,0,2,compute
REAL-COMP-23,T25,25,7,,,P14-S13,72,0,22,60,0,3,compute
REAL-COMP-24,T29,29,8,,,P21-S04,78,0,25,72,0,4,compute
REAL-COMP-25,T29,29,5,,,P28-S09,36,0,10,84,0,2,compute
REAL-COMP-26,T33,33,6,,,P35-S14,42,2,13,96,0,3,compute
REAL-COMP-27,T37,37,7,,,P42-S05,48,0,16,108,0,4,compute
REAL-COMP-28,T01,1,8,,,P02-S10,54,0,19,120,0,2,compute
REAL-COMP-29,T41,41,5,,,P09-S01,60,0,22,48,0,3,compute
REAL-COMP-30,T03,3,6,,,P16-S06,66,0,25,60,0,4,compute
REAL-COMP-31,T08,8,7,,,P23-S11,72,2,10,72,0,2,compute
REAL-COMP-32,T13,13,8,,,P30-S02,78,0,13,84,0,3,compute
REAL-COMP-33,T10,10,5,,,P37-S07,36,0,16,96,0,4,compute
REAL-COMP-34,T15,15,6,,,P44-S12,42,0,19,108,0,2,compute
REAL-COMP-35,T20,20,7,,,P04-S03,48,0,22,120,0,3,compute
REAL-COMP-36,T25,25,8,,,P11-S08,54,2,25,48,0,4,compute
