task_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
REAL-PER-00-5,T00,0,3,P45-S09,P66-S20,,18,0,7,28,460,3,telemetry
REAL-PER-00-6,T00,0,3,P56-S11,P08-S01,,20,0,8,32,530,3,telemetry
REAL-PER-04-1,T04,4,3,P05-S02,P14-S09,,10,0,3,12,180,1,telemetry
REAL-PER-04-2,T04,4,3,P16-S04,P28-S12,,12,0,4,16,250,1,telemetry
REAL-PER-04-3,T04,4,3,P27-S06,P42-S15,,14,0,5,20,320,3,telemetry
REAL-PER-04-4,T04,4,3,P38-S08,P56-S18,,16,0,6,24,390,3,telemetry
REAL-PER-04-5,T04,4,3,P49-S10,P70-S21,,18,0,7,28,460,3,telemetry
REAL-PER-04-6,T04,4,3,P60-S12,P12-S02,,20,0,8,32,530,3,telemetry
REAL-PER-08-1,T08,8,3,P09-S03,P18-S10,,10,0,3,12,180,1,telemetry
REAL-PER-08-2,T08,8,3,P20-S05,P32-S13,,12,0,4,16,250,1,telemetry
REAL-PER-08-3,T08,8,3,P31-S07,P46-S16,,14,0,5,20,320,3,telemetry
REAL-PER-08-4,T08,8,3,P42-S09,P60-S19,,16,0,6,24,390,3,telemetry
REAL-PER-08-5,T08,8,3,P53-S11,P02-S22,,18,0,7,28,460,3,telemetry
REAL-PER-08-6,T08,8,3,P64-S13,P16-S03,,20,0,8,32,530,3,telemetry
REAL-PER-12-1,T12,12,3,P13-S04,P22-S11,,10,0,3,12,180,1,telemetry
REAL-PER-12-2,T12,12,3,P24-S06,P36-S14,,12,0,4,16,250,1,telemetry
REAL-PER-12-3,T12,12,3,P35-S08,P50-S17,,14,0,5,20,320,3,telemetry
REAL-PER-12-4,T12,12,3,P46-S10,P64-S20,,16,0,6,24,390,3,telemetry
REAL-PER-12-5,T12,12,3,P57-S12,P06-S01,,18,0,7,28,460,3,telemetry
REAL-PER-12-6,T12,12,3,P68-S14,P20-S04,,20,0,8,32,530,3,telemetry
REAL-PER-16-1,T16,16,3,P17-S05,P26-S12,,10,0,3,12,180,1,telemetry
REAL-PER-16-2,T16,16,3,P28-S07,P40-S15,,12,0,4,16,250,1,telemetry
REAL-PER-16-3,T16,16,3,P39-S09,P54-S18,,14,0,5,20,320,3,telemetry
REAL-PER-16-4,T16,16,3,P50-S11,P68-S21,,16,0,6,24,390,3,telemetry
REAL-PER-16-5,T16,16,3,P61-S13,P10-S02,,18,0,7,28,460,3,telemetry
REAL-PER-16-6,T16,16,3,P72-S15,P24-S05,,20,0,8,32,530,3,telemetry
REAL-PER-20-1,T20,20,3,P21-S06,P30-S13,,10,0,3,12,180,1,telemetry
REAL-PER-20-2,T20,20,3,P32-S08,P44-S16,,12,0,4,16,250,1,telemetry
REAL-PER-20-3,T20,20,3,P43-S10,P58-S19,,14,0,5,20,320,3,telemetry
REAL-PER-20-4,T20,20,3,P54-S12,P72-S22,,16,0,6,24,390,3,telemetry
REAL-PER-20-5,T20,20,3,P65-S14,P14-S03,,18,0,7,28,460,3,telemetry
REAL-PER-20-6,T20,20,3,P04-S16,P28-S06,,20,0,8,32,530,3,telemetry
REAL-PER-24-1,T24,24,3,P25-S07,P34-S14,,10,0,3,12,180,1,telemetry
REAL-PER-24-2,T24,24,3,P36-S09,P48-S17,,12,0,4,16,250,1,telemetry
REAL-PER-24-3,T24,24,3,P47-S11,P62-S20,,14,0,5,20,320,3,telemetry
REAL-PER-24-4,T24,24,3,P58-S13,P04-S01,,16,0,6,24,390,3,telemetry
REAL-PER-24-5,T24,24,3,P69-S15,P18-S04,,18,0,7,28,460,3,telemetry
REAL-PER-24-6,T24,24,3,P08-S17,P32-S07,,20,0,8,32,530,3,telemetry
REAL-PER-28-1,T28,28,3,P29-S08,P38-S15,,10,0,3,12,180,1,telemetry
REAL-PER-28-2,T28,28,3,P40-S10,P52-S18,,12,0,4,16,250,1,telemetry
REAL-PER-28-3,T28,28,3,P51-S12,P66-S21,,14,0,5,20,320,3,telemetry
REAL-PER-28-4,T28,28,3,P62-S14,P08-S02,,16,0,6,24,390,3,telemetry
REAL-PER-28-5,T28,28,3,P01-S16,P22-S05,,18,0,7,28,460,3,telemetry
REAL-PER-28-6,T28,28,3,P12-S18,P36-S08,,20,0,8,32,530,3,telemetry
REAL-PER-32-1,T32,32,3,P33-S09,P42-S16,,10,0,3,12,180,1,telemetry
REAL-PER-32-2,T32,32,3,P44-S11,P56-S19,,12,0,4,16,250,1,telemetry
REAL-PER-32-3,T32,32,3,P55-S13,P70-S22,,14,0,5,20,320,3,telemetry
REAL-PER-32-4,T32,32,3,P66-S15,P12-S03,,16,0,6,24,390,3,telemetry
REAL-PER-32-5,T32,32,3,P05-S17,P26-S06,,18,0,7,28,460,3,telemetry
REAL-PER-32-6,T32,32,3,P16-S19,P40-S09,,20,0,8,32,530,3,telemetry
REAL-PER-36-1,T36,36,3,P37-S10,P46-S17,,10,0,3,12,180,1,telemetry
REAL-PER-36-2,T36,36,3,P48-S12,P60-S20,,12,0,4,16,250,1,telemetry
REAL-PER-36-3,T36,36,3,P59-S14,P02-S01,,14,0,5,20,320,3,telemetry
REAL-PER-36-4,T36,36,3,P70-S16,P16-S04,,16,0,6,24,390,3,telemetry
REAL-PER-36-5,T36,36,3,P09-S18,P30-S07,,18,0,7,28,460,3,telemetry
REAL-PER-36-6,T36,36,3,P20-S20,P44-S10,,20,0,8,32,530,3,telemetry
REAL-PER-40-1,T40,40,3,P41-S11,P50-S18,,10,0,3,12,180,1,telemetry
REAL-PER-40-2,T40,40,3,P52-S13,P64-S21,,12,0,4,16,250,1,telemetry
REAL-PER-40-3,T40,40,3,P63-S15,P06-S02,,14,0,5,20,320,3,telemetry
REAL-PER-40-4,T40,40,3,P02-S17,P20-S05,,16,0,6,24,390,3,telemetry
REAL-PER-40-5,T40,40,3,P13-S19,P34-S08,,18,0,7,28,460,3,telemetry
REAL-PER-40-6,T40,40,3,P24-S21,P48-S11,,20,0,8,32,530,3,telemetry
REAL-PER-44-1,T44,44,3,P45-S12,P54-S19,,10,0,3,12,180,1,telemetry
REAL-PER-44-2,T44,44,3,P56-S14,P68-S22,,12,0,4,16,250,1,telemetry
REAL-PER-44-3,T44,44,3,P67-S16,P10-S03,,14,0,5,20,320,3,telemetry
REAL-PER-44-4,T44,44,3,P06-S18,P24-S06,,16,0,6,24,390,3,telemetry
REAL-PER-44-5,T44,44,3,P17-S20,P38-S09,,18,0,7,28,460,3,telemetry
REAL-PER-44-6,T44,44,3,P28-S22,P52-S12,,20,0,8,32,530,3,telemetry
REAL-BURST-06-01,T06,6,4,P01-S01,P17-S06,,24,0,8,32,520,1,burst
REAL-BURST-06-02,T06,6,5,P06-S03,P23-S09,,27,0,10,40,615,1,mixed
REAL-BURST-06-03,T06,6,6,P11-S05,P29-S12,,30,0,12,48,710,1,mixed
REAL-BURST-06-04,T06,6,4,P16-S07,P35-S15,,33,0,14,56,805,2,mixed
REAL-BURST-06-05,T06,6,5,P21-S09,P41-S18,,36,0,16,64,900,2,burst
REAL-BURST-06-06,T06,6,6,P26-S11,P47-S21,,39,0,8,72,995,2,mixed
REAL-BURST-06-07,T06,6,4,P31-S13,P53-S02,,42,0,10,32,1090,2,mixed
REAL-BURST-06-08,T06,6,5,P36-S15,P59-S05,,45,0,12,40,1185,2,mixed
REAL-BURST-06-09,T06,6,6,P41-S17,P65-S08,,48,0,14,48,1280,4,burst
REAL-BURST-06-10,T06,6,4,P46-S19,P71-S11,,51,0,16,56,1375,4,mixed
REAL-BURST-06-11,T06,6,5,P51-S21,P05-S14,,54,0,8,64,1470,4,mixed
REAL-BURST-06-12,T06,6,6,P56-S01,P11-S17,,57,0,10,72,1565,4,mixed
REAL-BURST-18-01,T18,18,4,P18-S02,P37-S08,,24,0,8,32,520,1,burst
REAL-BURST-18-02,T18,18,5,P23-S04,P43-S11,,27,0,10,40,615,1,mixed
REAL-BURST-18-03,T18,18,6,P28-S06,P49-S14,,30,0,12,48,710,1,mixed
REAL-BURST-18-04,T18,18,4,P33-S08,P55-S17,,33,0,14,56,805,2,mixed
REAL-BURST-18-05,T18,18,5,P38-S10,P61-S20,,36,0,16,64,900,2,burst
REAL-BURST-18-06,T18,18,6,P43-S12,P67-S01,,39,0,8,72,995,2,mixed
REAL-BURST-18-07,T18,18,4,P48-S14,P01-S04,,42,0,10,32,1090,2,mixed
REAL-BURST-18-08,T18,18,5,P53-S16,P07-S07,,45,0,12,40,1185,2,mixed
REAL-BURST-18-09,T18,18,6,P58-S18,P13-S10,,48,0,14,48,1280,4,burst
REAL-BURST-18-10,T18,18,4,P63-S20,P19-S13,,51,0,16,56,1375,4,mixed
REAL-BURST-18-11,T18,18,5,P68-S22,P25-S16,,54,0,8,64,1470,4,mixed
REAL-BURST-18-12,T18,18,6,P01-S02,P31-S19,,57,0,10,72,1565,4,mixed
REAL-BURST-30-01,T30,30,4,P35-S03,P57-S10,,24,0,8,32,520,1,burst
REAL-BURST-30-02,T30,30,5,P40-S05,P63-S13,,27,0,10,40,615,1,mixed
REAL-BURST-30-03,T30,30,6,P45-S07,P69-S16,,30,0,12,48,710,1,mixed
REAL-BURST-30-04,T30,30,4,P50-S09,P03-S19,,33,0,14,56,805,2,mixed
REAL-BURST-30-05,T30,30,5,P55-S11,P09-S22,,36,0,16,64,900,2,burst
REAL-BURST-30-06,T30,30,6,P60-S13,P15-S03,,39,0,8,72,995,2,mixed
REAL-BURST-30-07,T30,30,4,P65-S15,P21-S06,,42,0,10,32,1090,2,mixed
REAL-BURST-30-08,T30,30,5,P70-S17,P27-S09,,45,0,12,40,1185,2,mixed
REAL-BURST-30-09,T30,30,6,P03-S19,P33-S12,,48,0,14,48,1280,4,burst
REAL-BURST-30-10,T30,30,4,P08-S21,P39-S15,,51,0,16,56,1375,4,mixed
REAL-BURST-30-11,T30,30,5,P13-S01,P45-S18,,54,0,8,64,1470,4,mixed
REAL-BURST-30-12,T30,30,6,P18-S03,P51-S21,,57,0,10,72,1565,4,mixed
REAL-BURST-40-01,T40,40,4,P52-S04,P05-S12,,24,0,8,32,520,1,burst
REAL-BURST-40-02,T40,40,5,P57-S06,P11-S15,,27,0,10,40,615,1,mixed
REAL-BURST-40-03,T40,40,6,P62-S08,P17-S18,,30,0,12,48,710,1,mixed
REAL-BURST-40-04,T40,40,4,P67-S10,P23-S21,,33,0,14,56,805,2,mixed
REAL-BURST-40-05,T40,40,5,P72-S12,P29-S02,,36,0,16,64,900,2,burst
REAL-BURST-40-06,T40,40,6,P05-S14,P35-S05,,39,0,8,72,995,2,mixed
REAL-BURST-40-07,T40,40,4,P10-S16,P41-S08,,42,0,10,32,1090,2,mixed
REAL-BURST-40-08,T40,40,5,P15-S18,P47-S11,,45,0,12,40,1185,2,mixed
REAL-BURST-40-09,T40,40,6,P20-S20,P53-S14,,48,0,14,48,1280,4,burst
REAL-BURST-40-10,T40,40,4,P25-S22,P59-S17,,51,0,16,56,1375,4,mixed
REAL-BURST-40-11,T40,40,5,P30-S02,P65-S20,,54,0,8,64,1470,4,mixed
REAL-BURST-40-12,T40,40,6,P35-S04,P71-S01,,57,0,10,72,1565,4,mixed
REAL-COMP-01,T00,0,5,,,P01-S01,36,2,10,48,0,2,compute
REAL-COMP-02,T03,3,6,,,P08-S06,42,0,13,60,0,3,compute
REAL-COMP-03,T06,6,7,,,P15-S11,48,0,16,72,0,4,compute
REAL-COMP-04,T09,9,8,,,P22-S16,54,0,19,84,0,2,compute
REAL-COMP-05,T12,12,5,,,P29-S21,60,0,22,96,0,3,compute
REAL-COMP-06,T15,15,6,,,P36-S04,66,2,25,108,0,4,compute
REAL-COMP-07,T18,18,7,,,P43-S09,72,0,10,120,0,2,compute
REAL-COMP-08,T21,21,8,,,P50-S14,78,0,13,48,0,3,compute
REAL-COMP-09,T24,24,5,,,P57-S19,36,0,16,60,0,4,compute
REAL-COMP-10,T27,27,6,,,P64-S02,42,0,19,72,0,2,compute
REAL-COMP-11,T30,30,7,,,P71-S07,48,2,22,84,0,3,compute
REAL-COMP-12,T33,33,8,,,P06-S12,54,0,25,96,0,4,compute
REAL-COMP-13,T36,36,5,,,P13-S17,60,0,10,108,0,2,compute
REAL-COMP-14,T39,39,6,,,P20-S22,66,0,13,120,0,3,compute
REAL-COMP-15,T01,1,7,,,P27-S05,72,0,16,48,0,4,compute
REAL-COMP-16,T05,5,8,,,P34-S10,78,2,19,60,0,2,compute
REAL-COMP-17,T05,5,5,,,P41-S15,36,0,22,72,0,3,compute
REAL-COMP-18,T09,9,6,,,P48-S20,42,0,25,84,0,4,compute
REAL-COMP-19,T13,13,7,,,P55-S03,48,0,10,96,0,2,compute
REAL-COMP-20,T17,17,8,,,P62-S08,54,0,13,108,0,3,compute
REAL-COMP-21,T17,17,5,,,P69-S13,60,2,16,120,0,4,compute
REAL-COMP-22,T21,21,6,,,P04-S18,66,0,19,48,0,2,compute
REAL-COMP-23,T25,25,7,,,P11-S01,72,0,22,60,0,3,compute
REAL-COMP-24,T29,29,8,,,P18-S06,78,0,25,72,0,4,compute
REAL-COMP-25,T29,29,5,,,P25-S11,36,0,10,84,0,2,compute
REAL-COMP-26,T33,33,6,,,P32-S16,42,2,13,96,0,3,compute
REAL-COMP-27,T37,37,7,,,P39-S21,48,0,16,108,0,4,compute
REAL-COMP-28,T01,1,8,,,P46-S04,54,0,19,120,0,2,compute
REAL-COMP-29,T41,41,5,,,P53-S09,60,0,22,48,0,3,compute
REAL-COMP-30,T03,3,6,,,P60-S14,66,0,25,60,0,4,compute
REAL-COMP-31,T08,8,7,,,P67-S19,72,2,10,72,0,2,compute
REAL-COMP-32,T13,13,8,,,P02-S02,78,0,13,84,0,3,compute
REAL-COMP-33,T10,10,5,,,P09-S07,36,0,16,96,0,4,compute
REAL-COMP-34,T15,15,6,,,P16-S12,42,0,19,108,0,2,compute
REAL-COMP-35,T20,20,7,,,P23-S17,48,0,22,120,0,3,compute
REAL-COMP-36,T25,25,8,,,P30-S22,54,2,25,48,0,4,compute
